Período de referência dos dados,Localização geográfica (Região agrária),Espécie,Superfície das principais culturas agrícolas (ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produção das principais culturas agrícolas (t) por Localização geográfica (Região agrária) e Espécie; Anual (1) ,Produtividade das principais culturas agrícolas (kg/ ha) por Localização geográfica (Região agrária) e Espécie; Anual (1) 
2009,Alentejo,Trigo,53314,91571,1718
2009,Alentejo,Trigo mole,44556,75881,1703
2009,Alentejo,Trigo duro,8758,15690,1792
2009,Alentejo,Centeio,251,149,592
2009,Alentejo,Aveia,47979,63519,1324
2009,Alentejo,Cevada,33806,61415,1817
2009,Alentejo,Triticale,21495,32732,1523
2009,Alentejo,Milho,9414,91830,9755
2009,Alentejo,Milho regadio,9414,91830,9755
2009,Alentejo,Milho sequeiro,0,0,
2009,Alentejo,Arroz,9493,56506,5952
2009,Alentejo,Principais leguminosas secas,798,370,464
2009,Alentejo,Feijão,47,44,948
2009,Alentejo,Grão-de-bico,751,326,434
2009,Alentejo,Batata,564,8685,15394
2009,Alentejo,Batata de regadio,538,8481,15753
2009,Alentejo,Batata de sequeiro,26,203,7886
2009,Alentejo,Principais culturas para indústria,23895,231881,9704
2009,Alentejo,Tomate para indústria,3347,220756,65955
2009,Alentejo,Girassol,20400,10628,521
2009,Alentejo,Tabaco,148,497,3358
2009,Alentejo,Beterraba,0,0,
2009,Alentejo,Lúpulo,0,0,
2009,Alentejo,Culturas hortícolas,,,
2009,Alentejo,Tomate fresco,,,
2009,Alentejo,Alface,,,
2009,Alentejo,Feijão-verde,,,
2009,Alentejo,Cebola,,,
2009,Alentejo,Cenoura,,,
2009,Alentejo,Pimento,,,
2009,Alentejo,Ervilha,,,
2009,Alentejo,Fava,,,
2009,Alentejo,Melão,,,
2009,Alentejo,Melancia,,,
2009,Alentejo,Morango,,,
2009,Alentejo,Couve-flor,,,
2009,Alentejo,Couve-brócolo,,,
2009,Alentejo,Couve-repolho,,,
2009,Alentejo,Couve-tronchuda,,,
2009,Alentejo,Couve-lombardo,,,
2009,Alentejo,Grelos (nabo e couve),,,
2009,Alentejo,Alho,,,
2009,Alentejo,Alho-porro,,,
2009,Alentejo,Courgette,,,
2009,Alentejo,Espinafre,,,
2009,Alentejo,Nabo,,,
2009,Alentejo,Abóbora (inclui butternut),,,
2009,Alentejo,Outras hortícolas,,,
2009,Alentejo,Principais culturas forrageiras,,,
2009,Alentejo,Milho forrageiro,,,
2009,Alentejo,Aveia forrageira,,,
2009,Alentejo,Principais frutos frescos,1988,18934,9523
2009,Alentejo,Pêra,190,2768,14546
2009,Alentejo,Maçã,302,6147,20350
2009,Alentejo,Pêssego,383,5326,13891
2009,Alentejo,Cereja,58,104,1800
2009,Alentejo,Ameixa,360,3608,10029
2009,Alentejo,Damasco,85,703,8307
2009,Alentejo,Diospiro,11,48,4500
2009,Alentejo,Figo,565,89,158
2009,Alentejo,Ginja,2,0,0
2009,Alentejo,Marmelo,24,134,5610
2009,Alentejo,Nespera,1,0,0
2009,Alentejo,Romã,7,7,1000
2009,Alentejo,Frutos pequenos de baga,,,
2009,Alentejo,Amoras,,,
2009,Alentejo,Framboesas,,,
2009,Alentejo,Groselha,,,
2009,Alentejo,Mirtilos,,,
2009,Alentejo,Principais frutos subtropicais,1,0,0
2009,Alentejo,Kiwi,1,0,0
2009,Alentejo,Banana,0,0,
2009,Alentejo,Ananás,0,0,
2009,Alentejo,Abacate,,,
2009,Alentejo,Citrinos,1848,16558,8962
2009,Alentejo,Laranja,1652,14462,8757
2009,Alentejo,Tangerina,179,1993,11130
2009,Alentejo,Limão,17,103,6041
2009,Alentejo,Tangera,0,0,
2009,Alentejo,Toranja,0,0,
2009,Alentejo,Principais frutos de casca rija,1866,2106,1129
2009,Alentejo,Amêndoa,886,200,226
2009,Alentejo,Castanha,521,776,1491
2009,Alentejo,Noz,446,1116,2500
2009,Alentejo,Avelã,12,14,1100
2009,Alentejo,Vinha,22998,113194,4922
2009,Alentejo,Uva para vinho,22679,109491,4828
2009,Alentejo,Uva para vinho (DOP),,,
2009,Alentejo,Uva para vinho (IGP),,,
2009,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2009,Alentejo,Uva de mesa,319,3703,11604
2009,Alentejo,Olival,165391,208423,1260
2009,Alentejo,Azeitona de mesa,2156,3256,1510
2009,Alentejo,Azeitona para azeite,163235,205167,1257
2009,Algarve,Cereais para grão,2093,4608,2202
2009,Algarve,Trigo,788,848,1077
2009,Algarve,Trigo mole,703,711,1010
2009,Algarve,Trigo duro,84,138,1632
2009,Algarve,Centeio,6,5,935
2009,Algarve,Aveia,356,330,928
2009,Algarve,Cevada,319,382,1200
2009,Algarve,Triticale,125,120,965
2009,Algarve,Milho,272,1804,6632
2009,Algarve,Milho regadio,235,1762,7496
2009,Algarve,Milho sequeiro,37,42,1142
2009,Algarve,Arroz,228,1117,4900
2009,Algarve,Principais leguminosas secas,25,15,581
2009,Algarve,Feijão,17,10,575
2009,Algarve,Grão-de-bico,8,5,592
2009,Algarve,Batata,311,5032,16169
2009,Algarve,Batata de regadio,277,4795,17335
2009,Algarve,Batata de sequeiro,35,237,6845
2009,Algarve,Principais culturas para indústria,0,0,
2009,Algarve,Tomate para indústria,0,0,
2009,Algarve,Girassol,0,0,
2009,Algarve,Tabaco,0,0,
2009,Algarve,Beterraba,0,0,
2009,Algarve,Lúpulo,0,0,
2009,Algarve,Culturas hortícolas,,,
2009,Algarve,Tomate fresco,,,
2009,Algarve,Alface,,,
2009,Algarve,Feijão-verde,,,
2009,Algarve,Cebola,,,
2009,Algarve,Cenoura,,,
2009,Algarve,Pimento,,,
2009,Algarve,Ervilha,,,
2009,Algarve,Fava,,,
2009,Algarve,Melão,,,
2009,Algarve,Melancia,,,
2009,Algarve,Morango,,,
2009,Algarve,Couve-flor,,,
2009,Algarve,Couve-brócolo,,,
2009,Algarve,Couve-repolho,,,
2009,Algarve,Couve-tronchuda,,,
2009,Algarve,Couve-lombardo,,,
2009,Algarve,Grelos (nabo e couve),,,
2009,Algarve,Alho,,,
2009,Algarve,Alho-porro,,,
2009,Algarve,Courgette,,,
2009,Algarve,Espinafre,,,
2009,Algarve,Nabo,,,
2009,Algarve,Abóbora (inclui butternut),,,
2009,Algarve,Outras hortícolas,,,
2009,Algarve,Principais culturas forrageiras,,,
2009,Algarve,Milho forrageiro,,,
2009,Algarve,Aveia forrageira,,,
2009,Algarve,Principais frutos frescos,3228,9278,2875
2009,Algarve,Pêra,25,202,8094
2009,Algarve,Maçã,13,94,7213
2009,Algarve,Pêssego,166,2239,13490
2009,Algarve,Cereja,5,10,1930
2009,Algarve,Ameixa,79,1043,13197
2009,Algarve,Damasco,61,789,12937
2009,Algarve,Diospiro,96,2517,26302
2009,Algarve,Figo,2572,1509,587
2009,Algarve,Ginja,0,0,
2009,Algarve,Marmelo,12,123,10250
2009,Algarve,Nespera,112,322,2876
2009,Algarve,Romã,87,430,4943
2009,Algarve,Frutos pequenos de baga,,,
2009,Algarve,Amoras,,,
2009,Algarve,Framboesas,,,
2009,Algarve,Groselha,,,
2009,Algarve,Mirtilos,,,
2009,Algarve,Principais frutos subtropicais,2,15,7612
2009,Algarve,Kiwi,2,15,7612
2009,Algarve,Banana,0,0,
2009,Algarve,Ananás,0,0,
2009,Algarve,Abacate,,,
2009,Algarve,Citrinos,13679,174726,12773
2009,Algarve,Laranja,11500,138528,12046
2009,Algarve,Tangerina,1781,28971,16267
2009,Algarve,Limão,311,6183,19881
2009,Algarve,Tangera,72,864,12000
2009,Algarve,Toranja,15,180,12000
2009,Algarve,Principais frutos de casca rija,7647,940,123
2009,Algarve,Amêndoa,7515,664,88
2009,Algarve,Castanha,16,14,885
2009,Algarve,Noz,116,262,2256
2009,Algarve,Avelã,0,0,
2009,Algarve,Vinha,1534,6802,4434
2009,Algarve,Uva para vinho,1150,3151,2740
2009,Algarve,Uva para vinho (DOP),,,
2009,Algarve,Uva para vinho (IGP),,,
2009,Algarve,Uva para vinho (Vinhos sem certificação),,,
2009,Algarve,Uva de mesa,384,3652,9510
2009,Algarve,Olival,8752,7488,856
2009,Algarve,Azeitona de mesa,227,84,368
2009,Algarve,Azeitona para azeite,8525,7404,869
2008,Portugal,Cereais para grão,365374,1311584,3590
2008,Portugal,Trigo,88279,203289,2303
2008,Portugal,Trigo mole,85322,196344,2301
2008,Portugal,Trigo duro,2957,6944,2348
2008,Portugal,Centeio,21324,22214,1042
2008,Portugal,Aveia,55233,92422,1673
2008,Portugal,Cevada,43084,99827,2317
2008,Portugal,Triticale,20242,41546,2052
2008,Portugal,Milho,110877,701606,6328
2008,Portugal,Milho regadio,100184,676413,6752
2008,Portugal,Milho sequeiro,10693,25193,2356
2008,Portugal,Arroz,26334,150680,5722
2008,Portugal,Principais leguminosas secas,6204,3472,560
2008,Portugal,Feijão,5090,2818,554
2008,Portugal,Grão-de-bico,1114,653,587
2008,Portugal,Batata,33525,528081,15752
2008,Portugal,Batata de regadio,25999,448073,17234
2008,Portugal,Batata de sequeiro,7526,80008,10631
2008,Portugal,Principais culturas para indústria,40712,1302191,31986
2008,Portugal,Tomate para indústria,14297,1147600,80269
2008,Portugal,Girassol,24378,16203,665
2008,Portugal,Tabaco,430,1358,3157
2008,Portugal,Beterraba,1586,137001,86403
2008,Portugal,Lúpulo,21,29,1400
2008,Portugal,Culturas hortícolas,,,
2008,Portugal,Tomate fresco,,,
2008,Portugal,Alface,,,
2008,Portugal,Feijão-verde,,,
2008,Portugal,Cebola,,,
2008,Portugal,Cenoura,,,
2008,Portugal,Pimento,,,
2008,Portugal,Ervilha,,,
2008,Portugal,Fava,,,
2008,Portugal,Melão,,,
2008,Portugal,Melancia,,,
2008,Portugal,Morango,,,
2008,Portugal,Couve-flor,,,
2008,Portugal,Couve-brócolo,,,
2008,Portugal,Couve-repolho,,,
2008,Portugal,Couve-tronchuda,,,
2008,Portugal,Couve-lombardo,,,
2008,Portugal,Grelos (nabo e couve),,,
2008,Portugal,Alho,,,
2008,Portugal,Alho-porro,,,
2008,Portugal,Courgette,,,
2008,Portugal,Espinafre,,,
2008,Portugal,Nabo,,,
2008,Portugal,Abóbora (inclui butternut),,,
2008,Portugal,Outras hortícolas,,,
2008,Portugal,Principais culturas forrageiras,,,
2008,Portugal,Milho forrageiro,,,
2008,Portugal,Aveia forrageira,,,
2008,Portugal,Principais frutos frescos,42190,489471,11602
2008,Portugal,Pêra,11202,172199,15372
2008,Portugal,Maçã,13757,237011,17228
2008,Portugal,Pêssego,4007,38528,9615
2008,Portugal,Cereja,5517,10772,1953
2008,Portugal,Ameixa,1592,17817,11195
2008,Portugal,Damasco,404,3117,7711
2008,Portugal,Diospiro,181,2908,16104
2008,Portugal,Figo,4590,2353,513
2008,Portugal,Ginja,44,54,1233
2008,Portugal,Marmelo,549,3555,6476
2008,Portugal,Nespera,246,699,2843
2008,Portugal,Romã,101,457,4507
2008,Portugal,Frutos pequenos de baga,,,
2008,Portugal,Amoras,,,
2008,Portugal,Framboesas,,,
2008,Portugal,Groselha,,,
2008,Portugal,Mirtilos,,,
2008,Portugal,Principais frutos subtropicais,2537,40822,16091
2008,Portugal,Kiwi,1464,15506,10592
2008,Portugal,Banana,1011,23698,23440
2008,Portugal,Ananás,62,1618,26097
2008,Portugal,Abacate,,,
2008,Portugal,Citrinos,21089,212293,10067
2008,Portugal,Laranja,17270,159663,9245
2008,Portugal,Tangerina,2733,39532,14463
2008,Portugal,Limão,880,11210,12738
2008,Portugal,Tangera,178,1612,9064
2008,Portugal,Toranja,28,277,10018
2008,Portugal,Principais frutos de casca rija,65398,35014,535
2008,Portugal,Amêndoa,28535,7367,258
2008,Portugal,Castanha,33732,23916,709
2008,Portugal,Noz,2717,3386,1246
2008,Portugal,Avelã,414,345,833
2008,Portugal,Vinha,187800,750924,3999
2008,Portugal,Uva para vinho,185028,730615,3949
2008,Portugal,Uva para vinho (DOP),,,
2008,Portugal,Uva para vinho (IGP),,,
2008,Portugal,Uva para vinho (Vinhos sem certificação),,,
2008,Portugal,Uva de mesa,2773,20308,7325
2008,Portugal,Olival,347140,343971,991
2008,Portugal,Azeitona de mesa,8100,7492,925
2008,Portugal,Azeitona para azeite,339039,336479,992
2008,Alentejo,Cereais para grão,187216,544288,2907
2008,Alentejo,Trigo,68262,158975,2329
2008,Alentejo,Trigo mole,65712,153290,2333
2008,Alentejo,Trigo duro,2550,5685,2229
2008,Alentejo,Centeio,169,132,782
2008,Alentejo,Aveia,42320,82082,1940
2008,Alentejo,Cevada,35529,84152,2369
2008,Alentejo,Triticale,19100,40110,2100
2008,Alentejo,Milho,12518,123206,9842
2008,Alentejo,Milho regadio,12465,123198,9884
2008,Alentejo,Milho sequeiro,53,8,150
2008,Alentejo,Arroz,9318,55630,5970
2008,Alentejo,Principais leguminosas secas,810,484,598
2008,Alentejo,Feijão,87,90,1039
2008,Alentejo,Grão-de-bico,723,394,545
2008,Alentejo,Batata,1100,14963,13602
2008,Alentejo,Batata de regadio,750,12292,16389
2008,Alentejo,Batata de sequeiro,350,2671,7630
2008,Alentejo,Principais culturas para indústria,25202,246387,9776
2008,Alentejo,Tomate para indústria,3137,211890,67539
2008,Alentejo,Girassol,21723,14407,663
2008,Alentejo,Tabaco,109,363,3330
2008,Alentejo,Beterraba,233,19726,84662
2008,Alentejo,Lúpulo,0,0,
2008,Alentejo,Culturas hortícolas,,,
2008,Alentejo,Tomate fresco,,,
2008,Alentejo,Alface,,,
2008,Alentejo,Feijão-verde,,,
2008,Alentejo,Cebola,,,
2008,Alentejo,Cenoura,,,
2008,Alentejo,Pimento,,,
2008,Alentejo,Ervilha,,,
2008,Alentejo,Fava,,,
2008,Alentejo,Melão,,,
2008,Alentejo,Melancia,,,
2008,Alentejo,Morango,,,
2008,Alentejo,Couve-flor,,,
2008,Alentejo,Couve-brócolo,,,
2008,Alentejo,Couve-repolho,,,
2008,Alentejo,Couve-tronchuda,,,
2008,Alentejo,Couve-lombardo,,,
2008,Alentejo,Grelos (nabo e couve),,,
2008,Alentejo,Alho,,,
2008,Alentejo,Alho-porro,,,
2008,Alentejo,Courgette,,,
2008,Alentejo,Espinafre,,,
2008,Alentejo,Nabo,,,
2008,Alentejo,Abóbora (inclui butternut),,,
2008,Alentejo,Outras hortícolas,,,
2008,Alentejo,Principais culturas forrageiras,,,
2008,Alentejo,Milho forrageiro,,,
2008,Alentejo,Aveia forrageira,,,
2008,Alentejo,Principais frutos frescos,2089,19545,9356
2008,Alentejo,Pêra,216,3156,14613
2008,Alentejo,Maçã,351,7060,20112
2008,Alentejo,Pêssego,417,5050,12110
2008,Alentejo,Cereja,54,31,570
2008,Alentejo,Ameixa,370,3676,9936
2008,Alentejo,Damasco,70,377,5386
2008,Alentejo,Diospiro,1,3,3000
2008,Alentejo,Figo,577,92,159
2008,Alentejo,Ginja,1,0,0
2008,Alentejo,Marmelo,29,98,3379
2008,Alentejo,Nespera,1,0,0
2008,Alentejo,Romã,2,2,1000
2008,Alentejo,Frutos pequenos de baga,,,
2008,Alentejo,Amoras,,,
2008,Alentejo,Framboesas,,,
2008,Alentejo,Groselha,,,
2008,Alentejo,Mirtilos,,,
2008,Alentejo,Principais frutos subtropicais,4,0,0
2008,Alentejo,Kiwi,4,0,0
2008,Alentejo,Banana,0,0,
2008,Alentejo,Ananás,0,0,
2008,Alentejo,Abacate,,,
2008,Alentejo,Citrinos,1897,15693,8272
2008,Alentejo,Laranja,1671,13918,8329
2008,Alentejo,Tangerina,179,1539,8597
2008,Alentejo,Limão,19,108,5689
2008,Alentejo,Tangera,28,128,4554
2008,Alentejo,Toranja,0,0,
2008,Alentejo,Principais frutos de casca rija,1876,1984,1057
2008,Alentejo,Amêndoa,886,119,135
2008,Alentejo,Castanha,533,746,1400
2008,Alentejo,Noz,442,1105,2500
2008,Alentejo,Avelã,15,13,880
2008,Alentejo,Vinha,22682,112937,4979
2008,Alentejo,Uva para vinho,22349,109842,4915
2008,Alentejo,Uva para vinho (DOP),,,
2008,Alentejo,Uva para vinho (IGP),,,
2008,Alentejo,Uva para vinho (Vinhos sem certificação),,,
2008,Alentejo,Uva de mesa,333,3094,9287
2008,Alentejo,Olival,164872,141568,859
2008,Alentejo,Azeitona de mesa,2176,2183,1003
2008,Alentejo,Azeitona para azeite,162696,139385,857
2008,Algarve,Cereais para grão,3895,9105,2338
2008,Algarve,Trigo,927,1321,1425
2008,Algarve,Trigo mole,927,1321,1425
2008,Algarve,Trigo duro,0,0,
2008,Algarve,Centeio,21,15,714
2008,Algarve,Aveia,1287,1154,897
2008,Algarve,Cevada,750,907,1209
2008,Algarve,Triticale,87,84,966
2008,Algarve,Milho,595,4507,7575
2008,Algarve,Milho regadio,553,4455,8056
2008,Algarve,Milho sequeiro,42,52,1238
2008,Algarve,Arroz,228,1117,4899
2008,Algarve,Principais leguminosas secas,142,89,627
2008,Algarve,Feijão,80,49,613
2008,Algarve,Grão-de-bico,62,40,645
2008,Algarve,Batata,815,12208,14979
2008,Algarve,Batata de regadio,654,11001,16821
2008,Algarve,Batata de sequeiro,161,1207,7497
2008,Algarve,Principais culturas para indústria,0,0,
2008,Algarve,Tomate para indústria,0,0,
2008,Algarve,Girassol,0,0,
2008,Algarve,Tabaco,0,0,
2008,Algarve,Beterraba,0,0,
2008,Algarve,Lúpulo,0,0,
2008,Algarve,Culturas hortícolas,,,
2008,Algarve,Tomate fresco,,,
2008,Algarve,Alface,,,
2008,Algarve,Feijão-verde,,,
2008,Algarve,Cebola,,,
2008,Algarve,Cenoura,,,
2008,Algarve,Pimento,,,
2008,Algarve,Ervilha,,,
2008,Algarve,Fava,,,
2008,Algarve,Melão,,,
2008,Algarve,Melancia,,,
2008,Algarve,Morango,,,
2008,Algarve,Couve-flor,,,
2008,Algarve,Couve-brócolo,,,
2008,Algarve,Couve-repolho,,,
2008,Algarve,Couve-tronchuda,,,
2008,Algarve,Couve-lombardo,,,
2008,Algarve,Grelos (nabo e couve),,,
2008,Algarve,Alho,,,
2008,Algarve,Alho-porro,,,
2008,Algarve,Courgette,,,
2008,Algarve,Espinafre,,,
2008,Algarve,Nabo,,,
2008,Algarve,Abóbora (inclui butternut),,,
2008,Algarve,Outras hortícolas,,,
2008,Algarve,Principais culturas forrageiras,,,
2008,Algarve,Milho forrageiro,,,
2008,Algarve,Aveia forrageira,,,
2008,Algarve,Principais frutos frescos,3359,9811,2921
2008,Algarve,Pêra,38,307,8089
2008,Algarve,Maçã,15,113,7560
2008,Algarve,Pêssego,206,2555,12400
2008,Algarve,Cereja,4,7,1690
2008,Algarve,Ameixa,83,1081,13027
2008,Algarve,Damasco,74,955,12901
2008,Algarve,Diospiro,96,2446,25477
2008,Algarve,Figo,2632,1472,559
2008,Algarve,Ginja,0,0,
2008,Algarve,Marmelo,12,123,10250
2008,Algarve,Nespera,112,322,2875
2008,Algarve,Romã,87,430,4943
2008,Algarve,Frutos pequenos de baga,,,
2008,Algarve,Amoras,,,
2008,Algarve,Framboesas,,,
2008,Algarve,Groselha,,,
2008,Algarve,Mirtilos,,,
2008,Algarve,Principais frutos subtropicais,3,23,7667
2008,Algarve,Kiwi,3,23,7667
2008,Algarve,Banana,0,0,
2008,Algarve,Ananás,0,0,
2008,Algarve,Abacate,,,
2008,Algarve,Citrinos,14903,166572,11177
2008,Algarve,Laranja,12217,122745,10047
2008,Algarve,Tangerina,2223,35720,16069
2008,Algarve,Limão,336,6583,19593
2008,Algarve,Tangera,105,1260,12000
2008,Algarve,Toranja,22,264,12000
2008,Algarve,Principais frutos de casca rija,8855,996,112
2008,Algarve,Amêndoa,8749,773,88
2008,Algarve,Castanha,6,5,833
2008,Algarve,Noz,100,218,2179
2008,Algarve,Avelã,0,0,
2008,Algarve,Vinha,1967,8105,4121
2008,Algarve,Uva para vinho,1409,3155,2239
2008,Algarve,Uva para vinho (DOP),,,
2008,Algarve,Uva para vinho (IGP),,,
2008,Algarve,Uva para vinho (Vinhos sem certificação),,,
2008,Algarve,Uva de mesa,558,4951,8872
2008,Algarve,Olival,8831,5164,585
2008,Algarve,Azeitona de mesa,306,89,289
2008,Algarve,Azeitona para azeite,8525,5076,595
2007,Portugal,Cereais para grão,312099,1066037,3416
2007,Portugal,Trigo,54889,102258,1863
2007,Portugal,Trigo mole,53495,99762,1865
2007,Portugal,Trigo duro,1394,2496,1790
2007,Portugal,Centeio,22219,22702,1022
2007,Portugal,Aveia,46064,62039,1347
2007,Portugal,Cevada,40480,80718,1994
2007,Portugal,Triticale,15928,25200,1582
2007,Portugal,Milho,105615,616917,5841
2007,Portugal,Milho regadio,94737,591163,6240
2007,Portugal,Milho sequeiro,10879,25754,2367
2007,Portugal,Arroz,26903,156203,5806
2007,Portugal,Principais leguminosas secas,8485,4692,553
2007,Portugal,Feijão,6785,3696,545
2007,Portugal,Grão-de-bico,1699,996,586
2007,Portugal,Batata,37063,621490,16769
2007,Portugal,Batata de regadio,28886,530565,18368
2007,Portugal,Batata de sequeiro,8177,90925,11120
2007,Portugal,Principais culturas para indústria,35810,1503273,41979
2007,Portugal,Tomate para indústria,14800,1236235,83529
2007,Portugal,Girassol,17620,14101,800
2007,Portugal,Tabaco,443,1311,2959
2007,Portugal,Beterraba,2910,251573,86461
2007,Portugal,Lúpulo,38,54,1440
2007,Portugal,Culturas hortícolas,,,
2007,Portugal,Tomate fresco,,,
2007,Portugal,Alface,,,
2007,Portugal,Feijão-verde,,,
2007,Portugal,Cebola,,,
2007,Portugal,Cenoura,,,
2007,Portugal,Pimento,,,
2007,Portugal,Ervilha,,,
2007,Portugal,Fava,,,
2007,Portugal,Melão,,,
2007,Portugal,Melancia,,,
2007,Portugal,Morango,,,
2007,Portugal,Couve-flor,,,
2007,Portugal,Couve-brócolo,,,
2007,Portugal,Couve-repolho,,,
2007,Portugal,Couve-tronchuda,,,
2007,Portugal,Couve-lombardo,,,
2007,Portugal,Grelos (nabo e couve),,,
2007,Portugal,Alho,,,
2007,Portugal,Alho-porro,,,
2007,Portugal,Courgette,,,
2007,Portugal,Espinafre,,,
2007,Portugal,Nabo,,,
2007,Portugal,Abóbora (inclui butternut),,,
2007,Portugal,Outras hortícolas,,,
2007,Portugal,Principais culturas forrageiras,,,
2007,Portugal,Milho forrageiro,,,
2007,Portugal,Aveia forrageira,,,
2007,Portugal,Principais frutos frescos,43827,468533,10691
2007,Portugal,Pêra,11403,140441,12316
2007,Portugal,Maçã,14558,245471,16861
2007,Portugal,Pêssego,4373,43641,9980
2007,Portugal,Cereja,5496,9562,1740
2007,Portugal,Ameixa,1638,16175,9877
2007,Portugal,Damasco,420,3274,7786
2007,Portugal,Diospiro,178,2775,15590
2007,Portugal,Figo,4956,2678,540
2007,Portugal,Ginja,43,50,1178
2007,Portugal,Marmelo,420,3357,7985
2007,Portugal,Nespera,236,692,2931
2007,Portugal,Romã,106,417,3938
2007,Portugal,Frutos pequenos de baga,,,
2007,Portugal,Amoras,,,
2007,Portugal,Framboesas,,,
2007,Portugal,Groselha,,,
2007,Portugal,Mirtilos,,,
2007,Portugal,Principais frutos subtropicais,2490,41645,16727
2007,Portugal,Kiwi,1411,17521,12420
2007,Portugal,Banana,1017,22382,22008
2007,Portugal,Ananás,62,1742,28097
2007,Portugal,Abacate,,,
2007,Portugal,Citrinos,21816,249238,11425
2007,Portugal,Laranja,17513,194779,11122
2007,Portugal,Tangerina,3184,41048,12891
2007,Portugal,Limão,881,10927,12408
2007,Portugal,Tangera,210,2210,10519
2007,Portugal,Toranja,28,274,9672
2007,Portugal,Principais frutos de casca rija,66337,37375,563
2007,Portugal,Amêndoa,30048,9164,305
2007,Portugal,Castanha,33117,24251,732
2007,Portugal,Noz,2738,3598,1314
2007,Portugal,Avelã,435,362,833
2007,Portugal,Vinha,193988,806486,4157
2007,Portugal,Uva para vinho,190807,782234,4100
2007,Portugal,Uva para vinho (DOP),,,
2007,Portugal,Uva para vinho (IGP),,,
2007,Portugal,Uva para vinho (Vinhos sem certificação),,,
2007,Portugal,Uva de mesa,3181,24252,7623
2007,Portugal,Olival,347369,211230,608
2007,Portugal,Azeitona de mesa,8557,7262,849
2007,Portugal,Azeitona para azeite,338812,203968,602
2007,Alentejo,Cereais para grão,144649,384602,2659
2007,Alentejo,Trigo,41711,74676,1790
